-0.15037,0.35728
-0.17585,0.34802
-0.16011,0.31067
-0.17483,0.30879
-0.22436,0.33726
-0.21569,0.3103
-0.2114,0.28581
-0.19852,0.34105
-0.25221,0.2639
-0.23264,0.25073
-0.3079,0.24333
-0.28879,0.18379
-0.28498,0.24377
-0.3598,0.24391
-0.30318,0.21726
-0.33322,0.15973
-0.35361,0.14423
-0.30398,0.18234
-0.33287,0.12946
-0.36524,0.15886
-0.3611,0.085982
-0.3927,0.11185
-0.38705,0.058246
-0.32991,0.052705
-0.31651,0.032728
-0.34953,0.064475
-0.38805,0.036618
-0.36141,0.004851
-0.38319,0.015589
-0.38613,-0.057115
-0.34194,-0.092552
-0.31422,-0.055163
-0.35383,-0.080816
-0.3321,-0.096731
-0.3693,-0.13748
-0.35311,-0.11231
-0.3487,-0.13295
-0.3002,-0.19359
-0.33701,-0.17644
-0.31704,-0.15955
-0.29368,-0.20615
-0.31009,-0.16684
-0.31248,-0.22889
-0.28415,-0.2496
-0.28537,-0.28774
-0.26928,-0.26692
-0.22158,-0.2637
-0.23348,-0.24211
-0.19695,-0.3196
-0.23789,-0.31405
-0.19221,-0.31569
-0.20641,-0.31744
-0.16087,-0.32261
-0.17477,-0.30323
-0.12197,-0.32863
-0.09358,-0.36589
-0.10911,-0.29659
-0.078212,-0.37449
-0.044629,-0.35344
-0.033289,-0.32934
-0.032004,-0.32951
-0.057994,-0.39485
-0.011217,-0.3743
-0.033177,-0.38898
0.02379,-0.372
0.071709,-0.37053
0.077908,-0.39587
0.143,-0.35125
0.093611,-0.34616
0.13202,-0.35676
0.13273,-0.35755
0.12198,-0.34868
0.16132,-0.38877
0.16108,-0.35516
0.16672,-0.3404
0.18876,-0.305
0.21247,-0.29376
0.29678,-0.29977
0.23022,-0.26404
0.2384,-0.26113
0.24934,-0.23435
0.2786,-0.24443
0.31797,-0.22833
0.27031,-0.20196
0.24743,-0.20307
0.31549,-0.16303
0.35073,-0.19088
0.273,-0.14906
0.35949,-0.14917
0.37767,-0.11914
0.35625,-0.13524
0.30767,-0.078477
0.36122,-0.14251
0.37816,-0.083377
0.38745,0.0044404
0.38624,0.0082196
0.38796,-0.014876
0.39814,-0.025226
0.92357,0.046007
0.91549,0.10307
0.93737,0.21067
0.9516,0.22616
0.89061,0.29536
0.87267,0.37501
0.84656,0.40106
0.85496,0.42897
0.78668,0.49685
0.76837,0.58146
0.6992,0.58158
0.70363,0.672
0.61236,0.68128
0.6106,0.70007
0.52909,0.73816
0.58172,0.8164
0.45909,0.83204
0.37994,0.85731
0.34102,0.83693
0.32236,0.92385
0.23416,0.90719
0.13709,0.93375
0.13794,0.96615
0.054058,0.90905
-0.023536,0.95071
-0.023942,0.90491
-0.11289,0.88451
-0.20279,0.9556
-0.19245,0.91238
-0.26271,0.90477
-0.3789,0.84886
-0.39453,0.85939
-0.43332,0.80402
-0.52266,0.80576
-0.54236,0.73888
-0.6022,0.73366
-0.64881,0.75329
-0.71116,0.66428
-0.69063,0.58745
-0.74845,0.54664
-0.79468,0.46575
-0.81872,0.45558
-0.81503,0.42668
-0.87973,0.37496
-0.91125,0.27459
-0.90041,0.24296
-0.90071,0.1838
-0.94219,0.11922
-0.97023,0.041386
-0.98285,-0.018102
-0.96645,-0.058914
-0.89421,-0.12828
-0.89861,-0.18683
-0.93973,-0.22047
-0.8987,-0.27262
-0.86622,-0.34743
-0.86707,-0.39247
-0.81547,-0.42164
-0.81159,-0.51828
-0.78828,-0.54325
-0.74828,-0.58666
-0.66993,-0.64959
-0.65427,-0.69111
-0.60878,-0.72477
-0.55345,-0.77936
-0.52807,-0.75685
-0.46632,-0.8236
-0.38384,-0.86965
-0.3212,-0.88206
-0.29123,-0.85755
-0.22802,-0.95509
-0.1955,-0.91031
-0.12984,-0.9113
-0.069184,-0.91951
0.013093,-0.97432
0.052831,-0.89334
0.14645,-0.94021
0.1506,-0.9161
0.24133,-0.92595
0.27432,-0.89521
0.3467,-0.90828
0.40326,-0.85967
0.3992,-0.84382
0.49848,-0.8005
0.53519,-0.75197
0.64837,-0.72278
0.66963,-0.66144
0.6811,-0.64079
0.70979,-0.66735
0.75505,-0.56483
0.79967,-0.47573
0.84926,-0.4266
0.84828,-0.35062
0.89497,-0.36458
0.88656,-0.25698
0.93934,-0.2295
0.91222,-0.15846
0.90485,-0.1099
0.96666,-0.048221
0.96333,0.0056724
